Timestamp,¿A qué campus perteneces?,¿A qué sección perteneces?,¿Cuál es tu edad? Ingresa sólo el número.,¿Cuál es tu estatura en centímetros? Ingresa sólo el número.,¿Qué estilo alimenticio tienes?,¿A qué distancia de la Universidad (en kilómetros) vives actualmente? Ingresa sólo el número. Puedes usar https://maps.google.com para estimar la distancia.,¿Cuál es el sistema operativo de tu teléfono celular?,¿Cuántas veces te bañas a la semana?,¿Has sido contagiado de COVID-19?,¿Cuál es tu postura frente al deporte obligatorio en la UAI?,¿Con qué religión te identificas?,¿Qué tan de acuerdo estás con los siguiente temas? [Aborto libre],¿Qué tan de acuerdo estás con los siguiente temas? [Eutanasia legal],¿Qué tan de acuerdo estás con los siguiente temas? [Matrimonio igualitario],¿Qué tan de acuerdo estás con los siguiente temas? [Legalización del cannabis],¿Qué tan de acuerdo estás con los siguiente temas? [Educación gratuita],¿Qué tan de acuerdo estás con los siguiente temas? [Nueva Constitución para Chile]
3/21/2023 14:16:13,Santiago,13,18,"1,86",Omnívoro,12,Android,7,No,4,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/21/2023 14:17:33,Santiago,13,18,169,Omnívoro,13,Android,8 o más,No,5,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 14:17:38,Santiago,13,18,178,Omnívoro,8,iOS (Apple),8 o más,Sí,5,Evangélica,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
3/21/2023 14:17:49,Santiago,13,18,1.89,Omnívoro,30km,Android,8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:18:15,Santiago,13,18,170,Omnívoro,4,iOS (Apple),8 o más,No,4,Evangélica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:18:30,Santiago,13,18,164,Omnívoro,11,Android,4,Sí,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 14:27:41,Santiago,13,18,1.74,Omnívoro,"37,7",iOS (Apple),8 o más,Sí,3,Otra Religión,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:28:23,Santiago,13,18,180,Omnívoro,45,iOS (Apple),,No,5,Católica,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/21/2023 14:50:13,Santiago,13,18,171,Omnívoro,9,iOS (Apple),6,No,3,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
8/4/2022 19:06:25,Santiago,1,19,170,Omnívoro,11.4,Android,8 o más,No,4,Católica,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo
8/5/2022 0:59:48,Santiago,1,19,183,Omnívoro,8.4,Android,8 o más,Sí,3,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/5/2022 11:58:01,Santiago,1,19,170,Omnívoro,10,iOS (Apple),8 o más,No,3,Ateo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 15:24:48,Santiago,1,19,180,Omnívoro,13km,iOS (Apple),4,No,1,Ateo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 15:27:16,Santiago,1,19,"1,81",Omnívoro,16,iOS (Apple),8 o más,No,3,Judía,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/5/2022 15:27:52,Santiago,1,19,184,Omnívoro,11,Android,8 o más,No,3,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 15:28:24,Santiago,1,19,168,Omnívoro,,Android,5,No,4,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/5/2022 15:32:51,Santiago,1,19,176,Omnívoro,35,iOS (Apple),8 o más,No,2,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 15:39:01,Santiago,1,19,180,Omnívoro,7,iOS (Apple),6,No,2,Evangélica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
8/5/2022 19:42:01,Santiago,1,19,162,Omnívoro,16,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/5/2022 19:51:42,Santiago,1,19,185,Omnívoro,20,iOS (Apple),7,Sí,2,Agnóstico,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/5/2022 21:06:02,Santiago,1,19,172,Omnívoro,20,iOS (Apple),8 o más,No,3,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
8/6/2022 0:16:15,Santiago,1,19,"1,68",Omnívoro,5,iOS (Apple),7,Sí,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/6/2022 0:24:19,Santiago,1,19,178,Omnívoro,8,iOS (Apple),7,No,5,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/6/2022 12:08:58,Santiago,1,19,164,Omnívoro,,Android,5,No,4,Católica,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/6/2022 18:29:52,Santiago,1,19,,Omnívoro,,Android,7,No,5,Católica,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
8/6/2022 18:55:09,Santiago,1,19,185,Omnívoro,30,iOS (Apple),8 o más,Sí,3,Prefiero no responder,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
8/6/2022 20:37:21,Santiago,1,19,"1,91",Omnívoro,"9,6 ",iOS (Apple),8 o más,No,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/7/2022 2:52:24,Santiago,1,19,1.68,Omnívoro,"1,6 kilómetros ",Android,7,Sí,5,Católica,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/7/2022 11:47:59,Santiago,1,19,176,Omnívoro,10,Android,8 o más,No,3,Evangélica,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/7/2022 14:18:42,Santiago,1,19,162,Omnívoro,36,iOS (Apple),7,No,4,Agnóstico,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
8/7/2022 20:36:33,Santiago,1,19,175,Omnívoro,12,iOS (Apple),8 o más,Sí,4,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
8/7/2022 22:30:15,Santiago,1,19,173,Omnívoro,17,iOS (Apple),8 o más,Sí,4,Judía,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/7/2022 22:32:35,Santiago,1,19,180,Omnívoro,18,iOS (Apple),7,Sí,5,Ateo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/7/2022 23:26:45,Santiago,1,19,168,Omnívoro,46,iOS (Apple),5,No,4,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
8/8/2022 0:02:02,Santiago,1,19,164,Omnívoro,6.2,iOS (Apple),4,Sí,4,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
8/8/2022 1:41:32,Santiago,1,19,177,Omnívoro,15,Android,8 o más,No,2,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/8/2022 6:27:54,Santiago,1,19,"1,60",Omnívoro,10km,iOS (Apple),6,Sí,4,Agnóstico,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/8/2022 9:02:42,Santiago,1,19,178,Omnívoro,24,iOS (Apple),8 o más,Sí,1,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/8/2022 19:18:28,Santiago,1,19,175,Omnívoro,18,iOS (Apple),8 o más,No,3,Ateo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
8/8/2022 21:57:29,Santiago,1,19,178,Omnívoro,5.5,iOS (Apple),6,No,5,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/9/2022 13:38:50,Santiago,1,19,171,Omnívoro,55,iOS (Apple),7,Sí,2,Agnóstico,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/17/2023 14:31:35,Santiago,1,19,170,Omnívoro,8.3,Android,7,Sí,4,Ateo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/17/2023 19:31:05,Santiago,1,19,176,Omnívoro,4,Android,8 o más,No,4,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/17/2023 21:36:57,Santiago,1,19,1.68,Omnívoro,27 kilómetros ,iOS (Apple),7,Sí,3,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
3/17/2023 23:30:44,Santiago,2,19,167,Omnívoro,3.8km,Android,6,No,4,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 0:04:46,Santiago,2,19,155,Omnívoro,10 km,Android,8 o más,No,5,Testigos de Jehová,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/18/2023 13:07:22,Santiago,2,19,154,Omnívoro,3,iOS (Apple),6,Sí,4,Iglesia de Jesucristo de los Santos de los Últimos Días,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/19/2023 13:18:51,Santiago,2,19,193,Omnívoro,17,iOS (Apple),8 o más,No,1,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/19/2023 13:19:51,Santiago,2,19,186,Omnívoro,12km,iOS (Apple),7,No,5,Otra Religión,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/19/2023 13:29:28,Santiago,2,19,168,Omnívoro,20,Android,7,No,1,Prefiero no responder,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/19/2023 13:54:05,Santiago,3,19,1.74,Omnívoro,17,iOS (Apple),8 o más,No,4,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 14:39:04,Santiago,3,19,175,Omnívoro,20,iOS (Apple),8 o más,Sí,3,Católica,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 15:04:31,Santiago,3,19,159,Omnívoro,13,iOS (Apple),5,Sí,3,Evangélica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo
3/19/2023 15:29:58,Santiago,3,19,1.71,Omnívoro,5km,iOS (Apple),7,Sí,5,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 16:51:19,Santiago,3,19,"1,75",Omnívoro,13 km,iOS (Apple),7,Sí,1,Prefiero no responder,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 16:58:27,Santiago,3,19,180,Omnívoro,8,iOS (Apple),8 o más,Sí,5,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 17:35:20,Santiago,3,19,163,Omnívoro,264,iOS (Apple),6,No,3,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/19/2023 18:58:58,Santiago,3,19,174,Omnívoro,"33,5",iOS (Apple),8 o más,Sí,3,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/19/2023 19:56:07,Santiago,3,19,1.74,Omnívoro,25,iOS (Apple),8 o más,No,1,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo
3/19/2023 20:24:00,Santiago,4,19,"1,93",Omnívoro,"20,4km",iOS (Apple),8 o más,Sí,5,Católica,,,,,,
3/19/2023 20:31:23,Santiago,4,19,170,Omnívoro,19,iOS (Apple),8 o más,No,5,Católica,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/19/2023 22:03:20,Santiago,4,19,191,Omnívoro,13,Android,8 o más,No,3,Agnóstico,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 22:20:28,Santiago,4,19,198,Omnívoro,"9,6",iOS (Apple),8 o más,Sí,4,Judía,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 22:37:09,Santiago,4,19,181,Omnívoro,13,iOS (Apple),8 o más,No,5,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 0:10:09,Santiago,4,19,190,Omnívoro,"9,3",iOS (Apple),8 o más,Sí,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 7:23:05,Santiago,4,19,172,Omnívoro,50,iOS (Apple),7,Sí,3,Prefiero no responder,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/20/2023 11:12:18,Santiago,4,19,166,Omnívoro,9,iOS (Apple),5,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:37:09,Santiago,5,19,"1,63",Omnívoro,"12,7 ",iOS (Apple),7,Sí,3,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:43:36,Santiago,5,19,162,Omnívoro,9.1,iOS (Apple),8 o más,Sí,3,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/20/2023 21:43:52,Santiago,5,19,,Omnívoro,35 km,iOS (Apple),8 o más,Sí,1,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:44:54,Santiago,5,19,186,Omnívoro,15,iOS (Apple),8 o más,Sí,4,Católica,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 21:44:59,Santiago,5,19,184,Omnívoro,"1,5km",iOS (Apple),7,Sí,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:49:13,Santiago,5,19,"1,66",Omnívoro,"5,5",iOS (Apple),8 o más,No,5,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:51:04,Santiago,5,19,190,Omnívoro,17,iOS (Apple),8 o más,No,5,Católica,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:53:00,Santiago,5,19,171,Omnívoro,12,iOS (Apple),7,No,3,Católica,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 22:10:44,Santiago,5,19,184,Omnívoro,10,iOS (Apple),8 o más,No,3,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/20/2023 22:59:45,Santiago,5,19,1.77,Omnívoro,13k,iOS (Apple),8 o más,No,2,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/20/2023 23:00:04,Santiago,5,19,180,Omnívoro,40,Android,6,No,3,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 23:09:36,Santiago,5,19,183,Omnívoro,13,iOS (Apple),8 o más,Sí,2,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/20/2023 23:34:07,Santiago,7,19,178,Omnívoro,15,iOS (Apple),7,No,3,Católica,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/20/2023 23:56:34,Santiago,7,19,156,Omnívoro,10 km,iOS (Apple),8 o más,No,4,Prefiero no responder,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 1:29:56,Santiago,7,19,180,Omnívoro,11,Android,8 o más,No,5,Otra Religión,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/21/2023 8:10:53,Santiago,7,19,179,Omnívoro,11,iOS (Apple),8 o más,Sí,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 10:03:19,Santiago,10,19,187,Omnívoro,12,iOS (Apple),8 o más,No,1,Prefiero no responder,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 10:37:37,Santiago,10,19,173,Omnívoro,7,iOS (Apple),8 o más,No,3,Agnóstico,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 10:38:02,Santiago,10,19,173,Omnívoro,10,Android,7,No,5,Otra Religión,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/21/2023 10:38:50,Santiago,10,19,185,Omnívoro,17,iOS (Apple),8 o más,Sí,4,Judía,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/21/2023 10:39:45,Santiago,10,19,167,Omnívoro,10,iOS (Apple),7,No,4,Prefiero no responder,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 10:40:31,Santiago,10,19,180,Omnívoro,4,iOS (Apple),5,No,2,Islam,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 10:58:52,Santiago,10,19,173,Omnívoro,13,iOS (Apple),8 o más,Sí,5,Agnóstico,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo
3/21/2023 11:19:00,Santiago,10,19,188,Omnívoro,9,iOS (Apple),8 o más,No,5,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:05:45,Santiago,11,19,"1,63",Omnívoro,50,iOS (Apple),7,No,4,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
3/21/2023 14:09:18,Santiago,11,19,"1,77",Omnívoro,14,iOS (Apple),8 o más,Sí,3,Católica,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 14:10:18,Santiago,13,19,168,Omnívoro,9,iOS (Apple),8 o más,Sí,4,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:13:57,Santiago,13,19,"1,78",Omnívoro,36,iOS (Apple),Prefiero no responder,Sí,1,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/21/2023 14:15:54,Santiago,13,19,170,Omnívoro,23,iOS (Apple),8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo
3/21/2023 14:16:21,Santiago,13,19,175,Omnívoro,8,iOS (Apple),6,Sí,5,Agnóstico,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo
3/21/2023 14:18:06,Santiago,13,19,174,Omnívoro,40,iOS (Apple),7,Sí,1,Ateo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 14:18:33,Santiago,13,19,175,Omnívoro,8,iOS (Apple),6,Sí,5,Agnóstico,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
3/21/2023 14:19:35,Santiago,13,19,1.57,Omnívoro,19,iOS (Apple),7,Sí,4,Ateo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/21/2023 14:22:14,Santiago,13,19,180,Omnívoro,12,Android,7,No,5,Otra Religión,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/21/2023 14:24:13,Santiago,13,19,177,Omnívoro,9.1,Android,8 o más,No,3,Católica,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
8/6/2022 0:47:01,Santiago,1,20,161,Omnívoro,19,Android,8 o más,Sí,3,Católica,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
8/6/2022 14:00:41,Santiago,1,20,"1,77",Omnívoro,10,iOS (Apple),8 o más,No,5,Agnóstico,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
8/7/2022 4:04:34,Santiago,1,20,1.6,Omnívoro,4,iOS (Apple),8 o más,Sí,5,Católica,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo
8/9/2022 14:04:45,Santiago,1,20,177,Omnívoro,10,HarmonyOS (Huawei),7,No,2,Prefiero no responder,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
3/17/2023 20:04:04,Santiago,1,20,180,Omnívoro,12,iOS (Apple),8 o más,Sí,5,Ateo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
3/19/2023 21:41:30,Santiago,4,20,"1,67",Omnívoro,"9,3 km",iOS (Apple),8 o más,Sí,3,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 12:32:51,Santiago,4,20,175,Omnívoro,18km,iOS (Apple),8 o más,Sí,5,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/20/2023 21:44:17,Santiago,5,20,1.75,Omnívoro,5,Android,8 o más,No,4,Ateo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/20/2023 21:47:53,Santiago,5,20,178,Omnívoro,15,iOS (Apple),7,No,3,Prefiero no responder,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
3/20/2023 23:31:20,Santiago,7,20,176,Omnívoro,20 km,iOS (Apple),7,No,3,Católica,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo
3/21/2023 1:16:44,Santiago,7,20,177,Omnívoro,12 km,Android,7,Sí,3,Católica,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo
