encuesta,anio,mes,sexo,edad,edad_tramo,anios_escolaridad,gse,zona,region,problema_1,problema_2,problema_3,sit_econ_pais,sit_econ_pais_futuro,sit_econ_propia,sit_econ_propia_futuro,chile_hoy,aprueba_presidente,posicion_politica,partido,religion,asiste_iglesia,personas_hogar,ponderador
56,2007,12,Hombre,75.0,,10.0,C3,Urbano,Metropolitana,Pobreza,Sueldos,"Delincuencia, asaltos y robos","Ni buena, ni mala",Empeorara,Mala,Igual,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Varias veces al año,2.0,0.872
56,2007,12,Hombre,44.0,,14.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,Educación,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Centro izquierda,Partido Por la Democracia,Catolica,Varias veces al año,2.0,1.254
56,2007,12,Hombre,59.0,,10.0,C2,Urbano,Metropolitana,Narcotráfico,Educación,Vivienda,Buena,No cambiara,Buena,Igual,En decadencia,Desaprueba,Derecha,Unión Demócrata Independiente,Catolica,Una vez a la semana,4.0,0.872
56,2007,12,Mujer,63.0,,15.0,C2,Urbano,Metropolitana,Educación,Sistema judicial,Corrupción,"Ni buena, ni mala",No cambiara,Buena,Mejor,Estancado,Aprueba,Centro,Unión Demócrata Independiente,Catolica,Una vez a la semana,3.0,0.746
56,2007,12,Mujer,58.0,,4.0,C3,Urbano,Metropolitana,Salud,Narcotráfico,"Delincuencia, asaltos y robos","Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Peor,Progresando,Aprueba,Izquierda,Partido Socialista,Evangelica,Una vez a la semana,1.0,0.746
56,2007,12,Mujer,51.0,,12.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Sistema judicial,Sistema electoral binominal,Muy buena,No cambiara,Mala,Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Evangelica,Varias veces a la semana,1.0,0.893
56,2007,12,Hombre,63.0,,12.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,"Infraestructura (transporte, movilización, caminos, etc.)","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,6.0,0.872
56,2007,12,Mujer,79.0,,0.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,"Infraestructura (transporte, movilización, caminos, etc.)",Muy mala,No cambiara,Muy mala,Igual,Estancado,Desaprueba,Izquierda,Ninguno,Catolica,Una vez a la semana,2.0,0.746
56,2007,12,Hombre,51.0,,14.0,D,Urbano,Metropolitana,Sistema judicial,Educación,Salud,"Ni buena, ni mala",Empeorara,Mala,Peor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,2.0,1.119
56,2007,12,Mujer,31.0,,16.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Pobreza,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,En decadencia,No aprueba ni desaprueba,Derecha,Renovación Nacional,Judia,Varias veces al año,3.0,0.989
56,2007,12,Mujer,35.0,,20.0,C2,Urbano,Metropolitana,Salud,Empleo,Educación,Buena,No cambiara,Buena,Mejor,Progresando,Desaprueba,Centro izquierda,Partido Humanista (o AHV),Ninguna,No contesta,2.0,0.863
56,2007,12,Mujer,79.0,,9.0,C3,Urbano,Metropolitana,Pobreza,Educación,"Alzas de precios, inflación",Muy mala,No cambiara,Muy mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,3.0,0.746
56,2007,12,Hombre,38.0,,20.0,C3,Urbano,Metropolitana,Empleo,Sueldos,Protección del medio ambiente,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Desaprueba,Centro,Ninguno,Catolica,Menos frecuentemente,3.0,1.254
56,2007,12,Hombre,75.0,,4.0,C3,Urbano,Metropolitana,Narcotráfico,Corrupción,"Alzas de precios, inflación",Mala,No cambiara,"Ni buena, ni mala",Peor,En decadencia,Desaprueba,Centro izquierda,Partido Socialista,Catolica,Varias veces al año,7.0,0.872
56,2007,12,Hombre,78.0,,14.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Sueldos,Salud,Mala,Empeorara,Mala,Igual,Estancado,Desaprueba,Centro izquierda,Ninguno,Catolica,Varias veces al año,6.0,0.872
56,2007,12,Mujer,60.0,,8.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Narcotráfico,"Alzas de precios, inflación",Mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Centro,Democracia Cristiana,Catolica,Varias veces al año,4.0,0.746
56,2007,12,Mujer,33.0,,13.0,C3,Urbano,Metropolitana,Educación,Salud,"Delincuencia, asaltos y robos",Buena,No cambiara,"Ni buena, ni mala",Mejor,En decadencia,Desaprueba,Ninguna,Ninguno,Ninguna,No contesta,3.0,0.989
56,2007,12,Mujer,88.0,,4.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Sueldos,Salud,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,2 ó 3 veces al mes,1.0,0.746
56,2007,12,Hombre,44.0,,17.0,C3,Urbano,Metropolitana,Empleo,Educación,Pobreza,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Desaprueba,Izquierda,Partido Socialista,Catolica,Varias veces al año,5.0,1.254
56,2007,12,Mujer,39.0,,13.0,C3,Urbano,Metropolitana,Sueldos,Sistema judicial,"Alzas de precios, inflación",Muy mala,No cambiara,Mala,Peor,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,2.0,0.863
56,2007,12,Hombre,57.0,,12.0,C3,Urbano,Metropolitana,Empleo,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Mala,No cambiara,Mala,Peor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,4.0,0.872
56,2007,12,Hombre,18.0,,11.0,C2,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Pobreza,Buena,Mejorara,Buena,Mejor,Progresando,Aprueba,Independiente,No contesta,Catolica,Nunca,6.0,1.487
56,2007,12,Mujer,67.0,,6.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Corrupción,Educación,Buena,Mejorara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Testigo de jehova,Una vez a la semana,1.0,0.746
56,2007,12,Hombre,81.0,,12.0,C2,Urbano,Metropolitana,Salud,Sistema electoral binominal,"Alzas de precios, inflación",Buena,Mejorara,Buena,Mucho mejor,Progresando,Aprueba,Centro izquierda,Partido Radical Socialdemócrata,Catolica,Nunca,2.0,0.872
56,2007,12,Mujer,59.0,,15.0,C2,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Narcotráfico,Pobreza,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Progresando,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,7.0,0.746
56,2007,12,Hombre,76.0,,6.0,C3,Urbano,Metropolitana,Narcotráfico,"Delincuencia, asaltos y robos","Infraestructura (transporte, movilización, caminos, etc.)","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,3.0,0.872
56,2007,12,Hombre,21.0,,14.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Protección del medio ambiente,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Nunca,5.0,1.487
56,2007,12,Hombre,23.0,,16.0,C3,Urbano,Metropolitana,Pobreza,Sueldos,Salud,"Ni buena, ni mala",Mejorara,Mala,Mejor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,3.0,1.487
56,2007,12,Hombre,23.0,,15.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos","Infraestructura (transporte, movilización, caminos, etc.)",Pobreza,Buena,No cambiara,Buena,Igual,Estancado,Desaprueba,Centro izquierda,Partido Socialista,Catolica,Una vez al año,6.0,1.487
56,2007,12,Hombre,43.0,,17.0,C3,Urbano,Metropolitana,Corrupción,"Alzas de precios, inflación",Empleo,Mala,No cambiara,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,4.0,1.254
56,2007,12,Hombre,68.0,,10.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Sueldos,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al año,2.0,0.872
56,2007,12,Mujer,33.0,,8.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Protestas y desórdenes callejeros,Muy mala,No cambiara,Mala,Igual,Estancado,No aprueba ni desaprueba,Independiente,Ninguno,Catolica,2 ó 3 veces al mes,7.0,0.989
56,2007,12,Mujer,26.0,,6.0,D,Urbano,Metropolitana,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Pobreza,Mala,No cambiara,Mala,Igual,Estancado,Aprueba,Ninguna,Ninguno,Ninguna,Nunca,10.0,0.989
56,2007,12,Mujer,50.0,,0.0,D,Urbano,Metropolitana,Salud,Narcotráfico,Corrupción,Mala,Mejorara,Mala,Igual,En decadencia,Aprueba,Ninguna,Ninguno,Catolica,Una vez al año,5.0,0.893
56,2007,12,Mujer,47.0,,9.0,D,Urbano,Metropolitana,"Alzas de precios, inflación",Salud,Salud,Mala,No contesta,Mala,Igual,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Nunca,3.0,0.893
56,2007,12,Hombre,43.0,,12.0,D,Urbano,Metropolitana,Narcotráfico,"Delincuencia, asaltos y robos",Educación,Buena,No cambiara,"Ni buena, ni mala",Mejor,Progresando,No aprueba ni desaprueba,Izquierda,Partido Socialista,Catolica,Una vez al año,5.0,1.254
56,2007,12,Hombre,49.0,,8.0,D,Urbano,Metropolitana,Educación,"Alzas de precios, inflación",Empleo,"Ni buena, ni mala",Empeorara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,2.0,1.119
56,2007,12,Mujer,28.0,,12.0,D,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Salud,"Delincuencia, asaltos y robos",Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Derecha,Ninguno,Catolica,Nunca,5.0,0.989
56,2007,12,Hombre,64.0,,12.0,D,Urbano,Metropolitana,"Alzas de precios, inflación",Corrupción,"Delincuencia, asaltos y robos",Mala,No cambiara,Mala,Igual,Estancado,Desaprueba,Centro derecha,Renovación Nacional,Ninguna,Nunca,3.0,0.872
56,2007,12,Hombre,28.0,,17.0,C3,Urbano,Metropolitana,Sistema judicial,Corrupción,"Delincuencia, asaltos y robos","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al año,7.0,1.431
56,2007,12,Hombre,55.0,,7.0,D,Urbano,Metropolitana,Empleo,Derechos humanos,Sueldos,Muy mala,Empeorara,Muy mala,Mucho peor,En decadencia,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,1.0,0.872
56,2007,12,Mujer,80.0,,2.0,D,Urbano,Metropolitana,Sueldos,Salud,Empleo,"Ni buena, ni mala",No cambiara,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,1.0,0.746
56,2007,12,Hombre,68.0,,4.0,D,Urbano,Metropolitana,Narcotráfico,"Infraestructura (transporte, movilización, caminos, etc.)",Vivienda,"Ni buena, ni mala",No cambiara,Mala,Igual,Progresando,Desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,12.0,0.872
56,2007,12,Mujer,74.0,,4.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Salud,"Delincuencia, asaltos y robos",Mala,No cambiara,Mala,Igual,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,2 ó 3 veces al mes,2.0,0.746
56,2007,12,Hombre,87.0,,1.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Sueldos,Salud,Buena,No cambiara,Buena,Igual,No sabe,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,2.0,0.872
56,2007,12,Mujer,62.0,,9.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)","Delincuencia, asaltos y robos",Salud,Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,9.0,0.746
56,2007,12,Mujer,77.0,,6.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos","Infraestructura (transporte, movilización, caminos, etc.)",Sueldos,"Ni buena, ni mala",No sabe,"Ni buena, ni mala",No sabe,Progresando,No aprueba ni desaprueba,Ninguna,Ninguno,Testigo de jehova,Una vez al año,5.0,0.746
56,2007,12,Mujer,63.0,,9.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Sueldos,"Infraestructura (transporte, movilización, caminos, etc.)",Mala,Empeorara,Mala,Igual,Estancado,No aprueba ni desaprueba,Independiente,Ninguno,Catolica,Nunca,2.0,0.746
56,2007,12,Mujer,35.0,,12.0,C3,Urbano,Metropolitana,Educación,Salud,Sueldos,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Desaprueba,Ninguna,Ninguno,Evangelica,Nunca,3.0,0.863
56,2007,12,Hombre,70.0,,6.0,C3,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)",Empleo,Educación,Mala,Empeorara,Mala,Igual,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Varias veces al año,2.0,0.872
56,2007,12,Hombre,36.0,,9.0,D,Urbano,Metropolitana,Educación,Sueldos,Protestas y desórdenes callejeros,Mala,No cambiara,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,6.0,1.254
56,2007,12,Mujer,44.0,,6.0,D,Urbano,Metropolitana,Narcotráfico,Salud,"Alzas de precios, inflación",Mala,No cambiara,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez al año,4.0,0.863
56,2007,12,Mujer,25.0,,11.0,D,Urbano,Metropolitana,Derechos humanos,Corrupción,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,5.0,0.989
56,2007,12,Hombre,79.0,,5.0,D,Urbano,Metropolitana,Empleo,"Delincuencia, asaltos y robos",Salud,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Aprueba,Ninguna,Ninguno,Catolica,Nunca,7.0,0.872
56,2007,12,Mujer,34.0,,12.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Salud,Buena,No cambiara,Buena,Igual,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,6.0,0.989
56,2007,12,Mujer,74.0,,2.0,D,Urbano,Metropolitana,"Infraestructura (transporte, movilización, caminos, etc.)","Delincuencia, asaltos y robos",Empleo,Mala,Mejorara,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,10.0,0.746
56,2007,12,Hombre,50.0,,8.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Vivienda,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,4.0,1.119
56,2007,12,Mujer,37.0,,12.0,D,Urbano,Metropolitana,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Protestas y desórdenes callejeros,Buena,No cambiara,Buena,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,5.0,0.863
56,2007,12,Hombre,27.0,,10.0,D,Urbano,Metropolitana,Pobreza,Vivienda,Protección del medio ambiente,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Peor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,5.0,1.431
56,2007,12,Hombre,38.0,,13.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Narcotráfico,Corrupción,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",No sabe,Progresando,Aprueba,Ninguna,Ninguno,Ninguna,Nunca,4.0,1.254
56,2007,12,Hombre,40.0,,12.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Sueldos,"Ni buena, ni mala",Mejorara,Buena,Mejor,Progresando,Aprueba,Centro izquierda,Partido Socialista,Catolica,Nunca,4.0,1.254
56,2007,12,Hombre,20.0,,12.0,D,Urbano,Metropolitana,Salud,Pobreza,"Delincuencia, asaltos y robos","Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,No sabe,No sabe,Ninguna,Ninguno,Catolica,Nunca,5.0,1.487
56,2007,12,Mujer,32.0,,12.0,D,Urbano,Metropolitana,Pobreza,Vivienda,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,No aprueba ni desaprueba,Ninguna,Ninguno,Evangelica,Varias veces a la semana,10.0,0.989
56,2007,12,Mujer,71.0,,6.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Salud,Mala,Mejorara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Derecha,Unión Demócrata Independiente,Catolica,Varias veces al año,7.0,0.746
56,2007,12,Mujer,23.0,,14.0,D,Urbano,Metropolitana,Educación,Empleo,Derechos humanos,Buena,No cambiara,Buena,Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Nunca,3.0,1.109
56,2007,12,Hombre,21.0,,12.0,D,Urbano,Metropolitana,Pobreza,Empleo,"Delincuencia, asaltos y robos",Mala,Mejorara,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Ninguna,Ninguno,Catolica,Nunca,6.0,1.487
56,2007,12,Mujer,18.0,,8.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Derechos humanos,Empleo,Mala,Mejorara,Mala,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,Nunca,3.0,1.109
56,2007,12,Mujer,43.0,,10.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Salud,"Ni buena, ni mala",Empeorara,Mala,Mucho peor,Estancado,Desaprueba,Izquierda,Partido Socialista,Catolica,Una vez a la semana,5.0,0.863
56,2007,12,Mujer,51.0,,10.0,D,Urbano,Metropolitana,"Alzas de precios, inflación",Pobreza,Educación,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mucho mejor,Progresando,Desaprueba,Derecha,Unión Demócrata Independiente,Evangelica,Varias veces a la semana,6.0,0.893
56,2007,12,Hombre,46.0,,7.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos","Alzas de precios, inflación","Infraestructura (transporte, movilización, caminos, etc.)","Ni buena, ni mala",Mejorara,"Ni buena, ni mala",No sabe,Progresando,Desaprueba,Centro derecha,Democracia Cristiana,Catolica,Varias veces al año,3.0,1.119
56,2007,12,Mujer,65.0,,1.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Sueldos,Protestas y desórdenes callejeros,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Izquierda,Ninguno,Catolica,Menos frecuentemente,2.0,0.746
56,2007,12,Hombre,36.0,,12.0,C3,Urbano,Metropolitana,"Alzas de precios, inflación",Narcotráfico,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Centro derecha,Ninguno,Otra religion o credo,Una vez a la semana,5.0,1.254
56,2007,12,Hombre,25.0,,12.0,C3,Urbano,Metropolitana,Empleo,Vivienda,Salud,"Ni buena, ni mala",Mejorara,Buena,Mejor,Progresando,Desaprueba,Independiente,Ninguno,Catolica,Una vez al año,2.0,1.431
56,2007,12,Hombre,44.0,,17.0,C3,Urbano,Metropolitana,"Alzas de precios, inflación",Corrupción,"Delincuencia, asaltos y robos","Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Mucho mejor,Progresando,Desaprueba,Centro,Ninguno,Agnostico,No contesta,3.0,1.254
56,2007,12,Mujer,41.0,,12.0,C3,Urbano,Metropolitana,Salud,"Delincuencia, asaltos y robos",Sistema judicial,Buena,Mejorara,Buena,Igual,Progresando,No aprueba ni desaprueba,Centro derecha,Renovación Nacional,Catolica,Una vez al año,3.0,0.863
56,2007,12,Mujer,87.0,,3.0,C3,Urbano,Metropolitana,Educación,Empleo,"Delincuencia, asaltos y robos",Muy mala,No cambiara,Muy mala,Igual,Estancado,Aprueba,Ninguna,Ninguno,Ninguna,Nunca,1.0,0.746
56,2007,12,Mujer,39.0,,12.0,D,Urbano,Metropolitana,Pobreza,Empleo,"Alzas de precios, inflación",Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Nunca,6.0,0.863
56,2007,12,Hombre,35.0,,17.0,C3,Urbano,Metropolitana,Corrupción,"Delincuencia, asaltos y robos",Pobreza,Buena,Mejorara,Buena,Mucho mejor,Progresando,No aprueba ni desaprueba,Centro izquierda,Ninguno,Catolica,Varias veces al año,7.0,1.254
56,2007,12,Hombre,40.0,,8.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos","Alzas de precios, inflación",Vivienda,"Ni buena, ni mala",Mejorara,Buena,Mejor,Progresando,No aprueba ni desaprueba,Centro,Ninguno,Catolica,Una vez al mes,4.0,1.254
56,2007,12,Mujer,72.0,,2.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Pobreza,Mala,No cambiara,Mala,Mejor,Estancado,Aprueba,Centro izquierda,Ninguno,Catolica,Una vez a la semana,2.0,0.746
56,2007,12,Hombre,31.0,,16.0,D,Urbano,Metropolitana,Salud,Sistema judicial,"Delincuencia, asaltos y robos",Buena,Mejorara,Mala,Peor,Progresando,Desaprueba,Centro izquierda,Ninguno,Ninguna,Nunca,5.0,1.431
56,2007,12,Mujer,38.0,,6.0,D,Urbano,Metropolitana,Salud,"Delincuencia, asaltos y robos",Sueldos,Mala,No cambiara,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez al mes,4.0,0.863
56,2007,12,Mujer,39.0,,11.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Centro derecha,Unión Demócrata Independiente,Catolica,Menos frecuentemente,5.0,0.863
56,2007,12,Mujer,51.0,,12.0,C3,Urbano,Metropolitana,"Alzas de precios, inflación","Delincuencia, asaltos y robos",Salud,Mala,No cambiara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Centro izquierda,Partido Socialista,Catolica,Varias veces al año,4.0,0.893
56,2007,12,Hombre,49.0,,12.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Pobreza,"Ni buena, ni mala",No cambiara,Buena,Mejor,Estancado,Desaprueba,Centro derecha,Unión Demócrata Independiente,Evangelica,Varias veces al año,3.0,1.119
56,2007,12,Hombre,37.0,,12.0,C3,Urbano,Metropolitana,Educación,"Delincuencia, asaltos y robos",Sueldos,Mala,No cambiara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro izquierda,Partido Socialista,Catolica,Menos frecuentemente,8.0,1.254
56,2007,12,Mujer,27.0,,18.0,C3,Urbano,Metropolitana,Educación,Salud,Vivienda,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,4.0,0.989
56,2007,12,Hombre,21.0,,10.0,D,Urbano,Metropolitana,Salud,Narcotráfico,"Delincuencia, asaltos y robos",Mala,Mejorara,"Ni buena, ni mala",Mejor,Progresando,No sabe,Derecha,Democracia Cristiana,Catolica,Varias veces a la semana,9.0,1.487
56,2007,12,Hombre,50.0,,9.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Sueldos,Mala,No cambiara,Mala,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,Una vez a la semana,10.0,1.119
56,2007,12,Mujer,24.0,,12.0,D,Urbano,Metropolitana,Pobreza,Narcotráfico,Empleo,Mala,No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,5.0,1.109
56,2007,12,Hombre,31.0,,12.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Sueldos,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,No contesta,No contesta,6.0,1.431
56,2007,12,Mujer,68.0,,8.0,C3,Urbano,Metropolitana,Pobreza,"Delincuencia, asaltos y robos",Sueldos,"Ni buena, ni mala",Mejorara,"Ni buena, ni mala",Peor,Progresando,Aprueba,Centro izquierda,Democracia Cristiana,Catolica,Una vez a la semana,4.0,0.746
56,2007,12,Mujer,44.0,,11.0,C3,Urbano,Metropolitana,Educación,Salud,"Delincuencia, asaltos y robos",Mala,Empeorara,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,4.0,0.863
56,2007,12,Hombre,19.0,,9.0,D,Urbano,Metropolitana,Pobreza,Salud,Protestas y desórdenes callejeros,"Ni buena, ni mala",Mejorara,Buena,Mejor,Progresando,Desaprueba,Ninguna,Ninguno,Evangelica,Menos frecuentemente,3.0,1.487
56,2007,12,Hombre,36.0,,16.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Sistema judicial,Derechos humanos,Mala,No cambiara,"Ni buena, ni mala",Mejor,Progresando,No responde,Izquierda,Partido Comunista,Agnostico,Nunca,1.0,1.254
56,2007,12,Mujer,66.0,,12.0,D,Urbano,Metropolitana,Pobreza,Vivienda,Salud,"Ni buena, ni mala",Mejorara,Mala,No sabe,Progresando,Aprueba,Ninguna,Ninguno,Catolica,Menos frecuentemente,5.0,0.746
56,2007,12,Mujer,67.0,,11.0,C3,Urbano,Metropolitana,Narcotráfico,Sueldos,Salud,Mala,No cambiara,Buena,Igual,Estancado,Desaprueba,Derecha,Renovación Nacional,Catolica,2 ó 3 veces al mes,2.0,0.746
56,2007,12,Mujer,28.0,,15.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,"Alzas de precios, inflación",Mala,No cambiara,Muy mala,Mejor,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,Una vez a la semana,4.0,0.989
56,2007,12,Hombre,63.0,,21.0,C3,Urbano,Metropolitana,Educación,Pobreza,Protección del medio ambiente,Buena,No cambiara,"Ni buena, ni mala",Igual,Progresando,Aprueba,Centro izquierda,Ninguno,Ateo,No contesta,1.0,0.872
56,2007,12,Mujer,54.0,,15.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Sueldos,Muy mala,Mejorara,Mala,Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Ninguna,No sabe,4.0,0.893
56,2007,12,Hombre,40.0,,15.0,C3,Urbano,Metropolitana,Pobreza,Empleo,Educación,"Ni buena, ni mala",No cambiara,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Unión Demócrata Independiente,Catolica,Varias veces al año,4.0,1.254
